Sector,Nombre de la empresa,comarca,correo electrónico,teléfono,persona de contacto,cargo,página web,dinamizador
Transporte,DEA alquiler de vehículo,axarquia,info@lucenarentacar.es,919 89 89 89,,,,
Transporte,Alquifurgón,costa del sol,,951 81 61 78,,,,
Transporte,Finauto rentacar,costa del sol,info@finauto.es,658 75 65 75,,,,
Transporte,Good Morning Rent a Car,costa del sol,info@goodmorningrentacar.com,627 55 51 25,,,,
Transporte,Olmedo Rent A Car & Excursione,costa del sol,,609 00 17 35,,,,
Transporte,Rahul Rent a car & Tours,costa del sol,info@rahulrentacar.com,617 749 495,,,,
Transporte,D&G Rent a Car Benalmádena,costa del sol,info@rentacardg.com,621 315 913,,,,
Transporte,Belmacar,costa del sol,info@belmacar.com,952 57 40 41,,,,
Transporte,OSA CARS RENT A CAR,costa del sol,aytosacars@gmail.com,686905414,,,,
Transporte,Go-go Costa,costa del sol,info@gogocosta.com,695 678 493,,,,
Transporte,Rentacarspain,costa del sol,,647863981.0,,,,
Transporte,Sunny Malaga ca,costa del sol,s.renatas1986@gmail.com,675 398 637,,,,
Transporte,Avis Alquiler de coches,costa del sol,,919332824.0,,,,
Transporte,Delpaso Car Hire,costa del sol,info@allincarhire.com,681349142.0,,,,
Transporte,Goldcar Malaga Airport,costa del sol,esinfo@goldcar.com,902 11 97 26,,,,
Transporte,Car hire Malaga airport - NIZACARS,costa del sol,,952236184.0,,,,
Transporte,Makialquileres Professional,costa del sol,,952 41 24 88,,,,
Transporte,Mecanizados Málaga S.L,costa del sol,mecmalaga@hotmail.com Juan Jose,952 34 40 98.,,,,
Transporte,Mecanizados y Reparaciones Torralvo,guadalhorce,,952 84 38 38,,,,
Transporte,Industrial Lauromecánica S.L.,costa del sol,,952 41 35 00,,,,
Transporte,SCE Pulido y Abrillantado de Suelos,costa del sol,pulimentosmartin@hotmail.com.​,687 74 96 74,,,,
Transporte,Pulimentos Torres Marbella,costa del sol,,622 23 53 59,,,,
Transporte,Pulimentos Ramos,costa del sol,pulimentoramos@gmail.com,625 35 41 15,,,,
Transporte,Pulidos y Acristalados Nuñez,antequera,pulidosnunez@hotmail.com,625 35 41 15,,,,
Transporte,Grupo Inesma,costa del sol,info@grupoinesma.es,952 34 40 98,,,,
Transporte,Talleres Mecánicos de Chapa,costa del sol,,952 34 40 98,,,,
Transporte,Grumeber,costa del sol,info@grumeber.com.​Grumeber,952 34 40 98,,,,
Transporte,Cutmesur,costa del sol,info@cutmesur.com,952 34 40 98,,,,
Transporte,Mecanizados Málaga,costa del sol,mecmalaga@hotmail.com,952 34 40 98,,,,
Transporte,Mecanizados y Reparaciones Torralvo S.L.,guadalhorce,,952 84 38 38,,,,
Transporte,Malaga Tooling,costa del sol,,952 34 40 98,,,,
Transporte,Talleres García,costa del sol,,952 33 88 49,,,,
Transporte,IRBS | Industrial Robot Solutions,costa del sol,info@irbsfi.com,647647004.0,,,,
Transporte,Automatización PRO,costa del sol,contacto@automatizacion.pro,610 35 82 61,,,,
Transporte,Robler Agency,costa del sol,info@robleragency.com,960 62 82 51,,,,
Transporte,Jose Miguel Fernandez Mora,costa del sol,,952 62 54 44,,,,
Transporte,Tornos Alameda S.L,costa del sol,,952710365.0,,,,
Transporte,Suministros Industriales Miguel López S.L.,costa del sol,info@suministrosmiguellopez.com,952319026.0,,,,
Transporte,Rectificados Romero,costa del sol,r.romero@rectificadosromero.es,952 23 02 76,,,,
Transporte,Inmetol,costa del sol,,952750982.0,,,,
Transporte,Soldaduras y Montajes Blanco e Hijos S.L.,costa del sol,soldadurasymontajesblanco@correo.com,952 24 24 02,,,,
Transporte,Soldaduras Técnicas Málaga S.L.,costa del sol,,952 28 74 18,,,,
Transporte,Malagueña de Soldaduras S.L.,costa del sol,,952 24 91 00,,,,
Transporte,Servicios Integrales Guadalhorce,guadalhorce,info@sigsl.es,952 26 31 01,,,,
Transporte,Mecanizados Berlanga y Trillo S.L.,costa del sol,mecanizadosbyt@mbyt.net,952 43 99 69,,,,
Transporte,Ruba S.L,costa del sol,info@rubagas.com,952 43 56 07,,,,
Transporte,Talleres y Carrozados Villa Rosa S.L.,costa del sol,talleres@villarosamalaga.com,952 43 56 09,,,,
Transporte,Enypsa-Ensayos y Proyectos,costa del sol,info@enypsa.com,952 33 92 10,,,,
Transporte,Alticron XXI S.L.,costa del sol,,952 22 56 66,,,,
Transporte,Talleres Entremares,costa del sol,info@talleresentremares.com,673 560 157,,,,
Transporte,Proyecciones Vélez,axarquia,info@proyeccionesvelez.com,952 50 38 16 / 656 38 67 62,,,,
Transporte,Aislamientos e Ignifugaciones Los Montes,costa del sol,info@aislamientoslosmontes.com,952 22 33 44,,,,
Transporte,Aislaenergy,costa del sol,jaime@grupoindeco.com,952 33 22 11,,,,
Transporte,Grupo Sima,costa del sol,info@gruposima.es,952 60 34 40,,,,
Transporte,Proyección Térmica del Sur,costa del sol,proyecttermicasur@gmail.com,952 32 47 22,,,,
Transporte,Aislamientos y Proyecciones del Sur,costa del sol,info@aislamientosproyectosdelsur.com,952 91 33 33,,,,
Transporte,Proyección Térmica y Recubrimientos Málaga,costa del sol,info@proyectermica-recubrimientos.com,952 31 34 45,,,,
Transporte,Aislamientos y Recubrimientos Málaga,costa del sol,contacto@aislamientosmálaga.com,952 36 45 76,,,,
Transporte,Metal y Forja,costa del sol,info@metalyforja.com,952 24 15 16,,,,
Transporte,Ifametal,costa del sol,ifametal@ifametal.es,952 33 44 55,,,,
Transporte,Luma Montajes Metálicos,costa del sol,info@lumamontajes.com,952 41 23 45,,,,
Transporte,Roesca,costa del sol,roesca@roesca.com,952 32 11 22,,,,
Transporte,Cubiertas Prados,costa del sol,cubierprad@cuprados.com,952 35 67 89,,,,
Transporte,Andamios Montajes y Estructuras Metálicas Mezquita,costa del sol,mezquita@andamiosmezquita.com,952 24 67 89,,,,
Transporte,Estructuras Metálicas Ma&Ji S.L.,costa del sol,maji@estructurasmaji.com,952 41 23 45,,,,
Transporte,Estructuras Metálicas Rico Soler,costa del sol,rico@estructurasricosoler.com,952 32 11 22,,,,
Transporte,Carpintero,costa del sol,carpinteria.viva@hotmail.com,600 567 252,,,,
Transporte,Carpintería Colmenar,costa del sol,,952 73 09 99,,,,
Transporte,Carpintería Muvill,costa del sol,carpinteriamuvill@yahoo.es,952 28 15 54,,,,
Transporte,Carpintería Pinnadecor,costa del sol,carpinnadecor@live.com,635 34 57 22,,,,
Transporte,Talleres Solís,costa del sol,,952 34 19 62,,,,
Transporte,Bosch Car Service Talleres Fernández Hidalgo,costa del sol,,952 24 15 16,,,,
Transporte,Talleres Perea,costa del sol,,952 34 19 62,,,,
Transporte,Talleres Narváez,costa del sol,talleresnarvaez@gmail.com,952 62 58 63,,,,
Transporte,Estructuras González Trujillo,costa del sol,oficina1@estructuras-egt.com,,,,,
Fabricación mecan,Estructuras distrito,costa del sol,,951 926 041,,ayuntamiento,,
Fabricación mecan,Estructuras villalobos bernal,costa del sol,,952 45 55 92,,,,
Fabricación mecan,Encofrado y estructuras maqueda,costa del sol,info@estructurasmaqueda.com,952 62 57 28,,,,
Fabricación mecan,Estructuras villafranco,costa del sol,info@covico.info,952 45 28 23,,,,
Fabricación mecan,Estructuras nerjasol,axarquia,,952 52 68 64,,,,
Fabricación mecan,Estructuras nerja jl sl,axarquia,,952 52 07 11,,,,
Transporte,Estructuras y construcciones costasol,costa del sol,,952 45 72 63,,,,
Fabricación mecan,Torfrecamp,antequera,torfrecamp@torfrecamp.com,952178422,,,,
Fabricación mecan,TLC Mecanizados,costa del sol,luiscantero@luiscantero.com,952334220,,,,
Fabricación mecan,CTV,costa del sol,carmen@ctvlifts.com,952178149,,,,
Transporte,Pintor Automotriz,costa del sol,pinturaemanuel@gmail.es,643144880,,,,
Transporte,Mason Car Service,costa del sol,@masoncarservices,643934696,,,,
Fabricación mecan,GTAUTOS,costa del sol,info@gtautos.es,657705853,,,,
Fabricación mecan,COFESIAN,costa del sol,oficina@cocinascofesan.com,952340071,,,,
Fabricación mecan,Claros Motor,costa del sol,claroscrespo@gmail.com,657921276,,,,
Fabricación mecan,Quieres vender tu coche?,costa del sol,info@compramostucoche.es,604468551,,,,
Transporte,Autogrado,costa del sol,info@autogrado.com,682139990,,,,
Automoción,Concesionario Vélez Málaga - Miguel Campos Motor,axarquia,oficinacamposmotor@hotmail.com,615541313,,,,
Automoción,"ELITE MOTOR AXARQUIAANTONIO JOSE G., axarquia",axarquia,,952558452,,,,
Automoción,"Crestanevada - Málaga - Veléz Málaga Francisco García Cervi., axarquia",axarquia,info@crestanevada.es,621198241,,,,
Automoción,"Grupo AusolEugenio Noguerol, axarquia",axarquia,gerencia@onemotors.es,95912209,,,,
Automoción,Automotor Vélez,axarquia,automotorvelez@yahoo.es,667603139,,,,
Energía,Kw Solutions,Málaga,marta.jerez@knowsolutions.es,667921779,,,,
Agua,agua crea y comunica,Costa del Sol,acope@aguacreayomunica.com,669499804,,,,
Agua,Riesgos Cardenas,Málaga,cardenas@riesgoscardenas.com,687776238,,,,
Infraestructura,Aeropuerto de Málaga- Costa del Sol,Málaga,direcciónagp@aena.es,913211000,,,,
Energía,Anasol,Costa del Sol,info@anasol.com,952765666,,,,
Agua,Aqualia,Costa del Sol,comunicacion@aqualia.com,954920578,,,,
Energía,Fontaco S.L.,Costa del Sol,manuelmartin@fontaco.com,900859977,,,,
Textil,Luna costurera modista,,,635485599,,,,
Imagen y Sonido,Algosuena,costa del sol,,,,,,David
Imagen y Sonido,M3,,,,,,,
Imagen y Sonido,Isoluz José,costa del sol,,649195053,José ,,,David
Imagen y Sonido,Grupo Mundo,costa del sol,,607553144,,,,David
Imagen y Sonido,Loasur Josefa,costa del sol,,635495175,Josefa,,,David
Imagen y Sonido,Loasur,,,625350959,José,,,
Imagen y Sonido,Videopromocion,,,609548327,Isaac ,,,
Imagen y Sonido,Bajo cero,,,687452982,Nacho diez,,,
Imagen y Sonido,Beto Zorro,,,692640410,,,,
Imagen y Sonido,Neoaudiovisuales,,,,,,,
Imagen y Sonido,Cocom,,,678710000,Álvaro,,,
Imagen y Sonido,Soho TV,costa del sol,,606570494,Javi,,,David
Imagen y Sonido,AAMMA,costa del sol,,,,,,David
Imagen y Sonido,AEPAA,costa del sol,,,,,,David
Imagen y Sonido,ANCINE,costa del sol,,,,,,David
Imagen y Sonido,andalucia film comision,costa del sol,,,,,,David
Imagen y Sonido,ASECAN,costa del sol,,,,,,David
Imagen y Sonido,PROCINEMA,costa del sol,,,,,,David
Imagen y Sonido,Bazar del Cineista,costa del sol,,952 22 73 14,,,,David
Imagen y Sonido,Audiovisuales Delta,costa del sol,,952 37 44 01,,,,David
Imagen y Sonido,SOLOPRO Audio Tiend,costa del sol,,952 35 44 50,,,,David
Imagen y Sonido,Nimio Estudio,costa del sol,,952 22 44 05,,,,David
Imagen y Sonido,Chaplin,,,952 21 33 33,,,,
Imagen personal,Aquilavisual,,,951 956 769,,,https://alquilavisual.es/,
Imagen personal,Belleza Lola García,costa del sol,,952916359,,,,David
Imagen personal,Hammam Málaga,costa del sol,,952215018,,,,David
Imagen personal,Oliver Florido,,,951 99 21 39,,,,
Imagen personal,El Hammam Open Space&Spa,costa del sol,,648 01 15 55,,,,David
Imagen personal,Japanese Head Spa,costa del sol,,633247096,,,,David
Imagen personal,Bali Bali,costa del sol,,651 547 264,,,,David
Imagen personal,Marga Florentin,costa del sol,,691 135 665,,,,David
Imagen personal,Quiiro San Wellness & Beauty,costa del sol,,644694589,,,,David
Imagen personal,Dojo By Japanese Head SPA,costa del sol,,624158667.,,,,David
Imagen personal,Higuerón Resort Spa,costa del sol,,952573964,,,,David
Imagen personal,Sadhana Massage Málaga Center,costa del sol,,952061320 - 682325416,,,,David
Imagen personal,Splash Baby Spa Málaga,costa del sol,,644 087 703,,,,David
Imagen personal,Coco Beauty,costa del sol,,951 057 350,,,,David
Imagen personal,La Cala Resort Spa,costa del sol,,952669004,,,,David
Imagen personal,In and Out Belleza,costa del sol,,951 39 43 52,,,,David
Imagen personal,Laura Sánchez,,,665499839,,,,
Imagen personal,Calm & Beauty by iloftmalaga,costa del sol,,952 21 18 17,,,,David
Imagen personal,Resonate With Yourself - Malaga Holistic Wellness,costa del sol,,624468501,,,,David
Imagen personal,Dermozen,costa del sol,,744461123/951990822,,,,David
Imagen personal,Thermae SPA,costa del sol,,951 65 06 77,,,,David
Imagen personal,La reunion d´amies,costa del sol,,656 550 851,,,,David
Imagen personal,Wellness/Bienestar Alum Spa Maestranza,costa del sol,,603924638,,,,David
Imagen personal,Health Spa,costa del sol,,722 70 40 60,,,,David
Imagen personal,Centro de Estetica y Bienestar,,,,,,,
Imagen personal,Lemon Beauty,costa del sol,,952 19 25 97 // 689 99 84 40,,,,David
Imagen personal,Harmony Sanctuary,costa del sol,,672847628,,,,David
Imagen personal,O2 Centro Wellness,costa del sol,,952363900,,,,David
Imagen personal,La Bodega del masaje,costa del sol,,625075057,,,,David
Imagen personal,METS Medicina Estética,costa del sol,,687529565,,,,David
Imagen personal,Bbou Iconic Hotels,costa del sol,,952 519 193 | 676 488 144,,,,David
Imagen personal,Guinda Wellness & Spa,costa del sol,,654 01 42 68,,,,David
Imagen personal,Hotel IPV Palace & Spa,costa del sol,,952922000,,,,David
Imagen personal,Aquavibes wellness,costa del sol,,672659985,,,,David
Imagen personal,Hoteles Monarca,costa del sol,,603323309,,,,David
Imagen personal,The Sun Beauty,costa del sol,,,,,,David
Imagen personal,Leonardo Hotel,costa del sol,,952922700,,,,David
Imagen personal,Hydros Spa & Wellness Center,costa del sol,,952 57 97 57,,,,David
Imagen personal,Sezia,costa del sol,,950627010,,,,David
Imagen personal,Amare Hotels,costa del sol,,952768410/683133788,,,,David
Imagen personal,Hard Rock Hotel,costa del sol,,952812000,,,,David
Imagen personal,Hammam el Pacha,costa del sol,,952155869,,,,David
Imagen personal,Puente Romano Marbella,costa del sol,,952 82 09 00,,,,David
Imagen personal,Hotel el Fuerte,costa del sol,,951562004,,,,David
Imagen personal,Hotel Don Carlos,costa del sol,,952768800,,,,David
Imagen personal,Villa Padierna,costa del sol,,952889150,,,,David
Imagen personal,Las Dunas Grand Luxury Hotel,costa del sol,,951082090,,,,David
Imagen personal,The Westin La Quinta Golf Resort & Spa,costa del sol,,952 76 20 00,,,,David
Imagen personal,pureskin,costa del sol,,951134983,,,,David
Imagen personal,Imagen Personal Asesores,costa del sol,,662 152 472,,,,David
Imagen personal,TeVisto Asesores de Imagen,costa del sol,,667 749 479,,,,David
Imagen personal,Asesor de Imagen Pou,costa del sol,,,,,,David
Imagen personal,Govichi,costa del sol,,675164624,,,,David
Imagen personal,Peluqueria Fernando,,,952218867,,,,
Imagen personal,Julies Salon Málaga Centro,Se ponen en contacto si estan interesado. facilito telefono+,,951433668,,,,
Imagen personal,Daniel Veiga Vitale,costa del sol,,615400377,,,,David
Imagen personal,Goa Organics Equipo,,,952102906,,,,
Imagen personal,Peluquería Lorenzo Galgano,,,952214312,,,,
Imagen personal,Grupo Almagro- Peluqueria,,,952360397,,,,
Imagen y Sonido,Modexpor,costa del sol,,,,,https://www.modexpor.com/,David
Imagen y Sonido,APEBEMA,,,952918152,,,,
Imagen y Sonido,Asociación Profesional de Peluqueros de Señoras de Málaga,,,952258816,,,,
Imagen y Sonido,Agustin e hijos,,,952369391,,,,
Imagen y Sonido,Rafael Bueno Peluqeros,,,952107196,,,,
Imagen y Sonido,Imagen y Moda peluqueros,,,951621331,,,,
Textil,Mancotex,costa del sol,,637413188/952275239,,,,David
Imagen personal,"Daniel Veiga Vitale, Hair & Beauty",,,615400377,,,,
Imagen personal,Peluquería Ana Gaitán Sc,,,952280899,,,,
Imagen personal,Jessie Natural & Hair,,,656547921,,,,
Imagen personal,Omega Belleza,,,600889049,,,,
Imagen personal,Estética y Belleza Queen Nails,costa del sol,,640794399,,,,David
Imagen personal,Carlaprince nails,costa del sol,,693326391,,,,David
Imagen personal,Enfoque imagen,,,952071230,,,,
Imagen personal,SARKIS SAKAZ,,,610341751,,,,
Imagen personal,Foto estudio Carlinan Ramallo,costa del sol,,611535458,,,,David
Imagen personal,Malo Estudio,costa del sol,,606868502,,,,David
Imagen personal,La Kámara de mamá,costa del sol,,642917276,,,,David
Imagen personal,Photo Video Digital,costa del sol,,952220891,,,,David
Imagen personal,Fotos Sonirecord,,,952264316,,,,
Imagen personal,Fotovision,CUELGA,,952398835,,,,
Imagen personal,Fotografia Salcedo,costa del sol,,609636666,,,,David
Imagen personal,Artifoto reportajes,,,952336293,,,,
Imagen personal,Soho Sessions,costa del sol,,695152201,,,,David
Imagen personal,Puerto Records,costa del sol,,951434026,,,,David
Imagen personal,Impala estudio de grabacion,costa del sol,,625464326,,,,David
Imagen personal,TeVisto,,,667749479,,,,
Imagen personal,El Corte Inglés - Personal Shopper,,,626449024,,,,
Imagen personal,Raquel Alguacil - Personal Shopper,costa del sol,,952 22 73 14,,,,David
Imagen y Sonido,Top Lux Concept,costa del sol,,666 300 985,,,,David
Imagen y Sonido,Pink Monkeys Events Málaga,costa del sol,,636 10 66 31,,,,David
Imagen y Sonido,Luis Alonso,,,688636402,,,,
Imagen y Sonido,Producciones y Eventos Costa del Sol,,,952 29 10 00,,,,
Imagen y Sonido,Eventech,costa del sol,,722237077,,,,David
Imagen y Sonido,Espectalium,,,601896377,,,,
Imagen y Sonido,Organizaciones y Espectáculos Del Sur S.L.,,,952 89 70 10,,,,
Eventos,Grupo Absolute,costa del sol,,902099626,,,,David
Eventos,Factory Events,costa del sol,,,,,,David
Eventos,HERES Eventos,costa del sol,,622888381,,,,David
Eventos,Ineventos,costa del sol,,744608765,,,,David
Eventos,Málaga deporte y eventos,costa del sol,,952176392,,,,David
Eventos,Mys Eventos,costa del sol,,690811362,,,,David
Eventos,Neventos,costa del sol,,696075520,,,,David
Eventos,URCO EVENTOS MALAGA,costa del sol,,678630895,,,,David
Eventos,Vestirevent,costa del sol,,652330155,,,,David
Eventos,TUSET EMPRESA DE EVENTOS,costa del sol,,900 670 580,,,,David
Imagen y Sonido,Land,costa del sol,,918604638,,,,David
Imagen y Sonido,Málaga Film Office,costa del sol,,952 60 17 36/ 699 322 184,,,,David
Imagen y Sonido,Héqate Producciones,costa del sol,,660 781 328/ 647 98 61 91,,,,David
Imagen y Sonido,Supermedia Entertainment,costa del sol,,951 020 197,,,,David
Imagen y Sonido,Elpro Comunicaciones Audiovisuales,costa del sol,,958 121 012,,,,David
Imagen y Sonido,Málaga Film Commission,costa del sol,,952 06 91 01,,,,David
Imagen y Sonido,Artpro Sonido e Iluminación Profesional,costa del sol,,672 29 66 16,,,,David
Imagen y Sonido,Aluzine Málaga,costa del sol,,95 219 72 41/ 647 50 23 40,,,,David
Imagen y Sonido,Audioled Málaga,costa del sol,,,,,,David
Imagen y Sonido,FMX AUDIOPRODUCCIONES,costa del sol,,952399088,,,,David
Imagen y Sonido,Genuix,costa del sol,,951 212 351,,,,David
Imagen y Sonido,Setolite,costa del sol,,645 30 53 33,,,,David
Imagen y Sonido,Illusion Instalaciones,costa del sol,,952 781 669,,,,David
Imagen personal,Hamman,costa del sol,,952 215 018,,,,David
Imagen y Sonido,Lenonfilms,costa del sol,,622 251 253,,,,David
Textil,Don Bandera,costa del sol,,638300034,,,,David
Textil,Silbon,,,957740041,,,,
Textil,Fabricacion Malagueña De Bolsas,,,952327711,,,,
Textil,Costura creativa online,,,665766785,,,,
Textil,Arreglos de moda,,,622 169 666,,,,
Textil,Don arreglo,,,667433072,,,,
Textil,Inma Carreño,,,640853603,,,,
Textil,Charanga ( María Bujalance),costa del sol,,,,,,David
Textil,ATR Arreglo tu ropa,,,624241710,,,,
Textil,Arreglos de costura,,,677379710,,,,
Textil,Arreglos de ropa todos tipos,,,611292139,,,,
Textil,Arreglos de ropa en teatinos,,,610096135,,,,
Textil,Arreglos de ropa Fuengirola,,,603359373,,,,
Textil,arreglos y upcicling de ropa,,,,,,,
Textil,El costurero de mercedes,,,952307972,,,,
Textil,Arreglos de ropa Málaga,,,678346538,,,,
Textil,La aguja magica,,,952224053,,,,
Textil,La tienda de los arreglos,,,952103318,,,,
Textil,Rápido y Bien Tienda de arreglos de ropa,,,603236857,,,,
Textil,El Atelier,,,608711106,,,,
Textil,Arreglarte,,,624480533,,,,
Textil,Tienda de arreglos y confeccion de ropa,,,616781026,,,,
Textil,El dedal,,,952330077,,,,
Textil,El pespunte de cristina,,,952245124,,,,
Textil,Arreglos de ropa a tu medida,,,604370690,,,,
Imagen y Sonido,Aluzine Rentals,costa del sol,,647502340,,,,David
Imagen y Sonido,Visuales,,,,,,,
Textil,Textilbelda S.L.,costa del sol,,952244418,,,,David
Textil,S.c. and industrial de corte y confeccion de cuevas de san marcos,,,,,,,
Imagen y Sonido,101 tv,costa del sol,,600964172,,,,David
Imagen y Sonido,Canal Málaga,costa del sol,,951 01 33 00,,,,David
Imagen y Sonido,7TV,costa del sol,,952 919 071,,,,David
Imagen y Sonido,8 Pecados,,,951 650 484,,,,
Imagen y Sonido,Minichaplin,costa del sol,,616 939 138,,,,David
Textil,Eloy Moreno,,,952331148,,,,
Textil,Sergio Rodríguez,costa del sol,,,,,,David
Textil,Anna Cuevas,costa del sol,,,,,,David
Textil,Suzana Mora,costa del sol,,,,,https://susanazamora.es/,David
Textil,Tricotra,costa del sol,,,,,https://www.tricotra.com/i/contacto,David
Textil,Inridelo,costa del sol,,,,,https://inridelo.com/contacto/,David
Textil,Rafael Urquizar,costa del sol,,,,,https://rafaelurquizar.com/contacto/,David
Imagen personal,Instituto de Belleza Ada Sl,costa del sol,,952213191,,,,David
Imagen personal,"Salon Mar Cobos, S.L.",costa del sol,,951075578 /683592433,,,,David
Imagen y Sonido,Marbella tv,costa del sol,,,,,,David
Imagen personal,Asociación peluquería,costa del sol,,,,,,David
Imagen personal,Explotaciones Deportivas de Alto Rendimiento Malagueño Sl,costa del sol,,951956958,,,,David
Imagen personal,Serviocio Sl Beone fitness,costa del sol,,952032439,,,,David
Imagen personal,Manuel Beltrán,costa del sol,,666456789/952662944,,,,David
Imagen personal,Mys Eventos Sc,costa del sol,,952604020,,,,David
Imagen y Sonido,Peladilla Producciones,costa del sol,,626 43 01 55,,,,David
Textil,Clinica de ropa,costa del sol,,613966216,,,,
Textil,Vestir event,costa del sol,,634414345,,,,
Textil,Mundo de las telas,costa del sol,,640231976,,,,
Informática,Clúster Audiovisual y de Contenidos Digitales de Andalucía,Málaga,,689 492 203,,,,David
Informática,ADA,costa del sol,,,,,,
Informática,Dekra,costa del sol,,,,,,
Informática,Agencia IDEA,costa del sol,,,,,,
Informática,Viewnext,costa del sol,jpcortes@viewnext.com,,,,,
Informática,Besoccer,costa del sol,raquel@besoccer.com,,,,,
Informática,Freepik,costa del sol,,,,,,
Artes Gráficas,Punto Digital,costa del sol,,952143956,,,,
Artes Gráficas,Copyrap,costa del sol,info@copyrap.com,952 22 63 95,,,,
Artes Gráficas,Masprint,costa del sol,masprint@masprint.es,952 05 65 59,,,,
Artes Gráficas,Grupo Mavi,costa del sol,info@grupomavi.com,651 68 73 01,,,,
Artes Gráficas,ImpresionTotal,costa del sol,,900720319,,,,
Artes Gráficas,Total Printing Solutions,costa del sol,info@tps.es,902157960,,,,
Artes Gráficas,Imprenta Arroyo Benalmadena,costa del sol,hola@agbimpresores.es,952005799,,,,
Artes Gráficas,Gráficas Axarquia,axarquia,info@graficas.com,952502598,,,,
Artes Gráficas,Serigrafia Vimar,costa del sol,,654321767,,,,
Artes Gráficas,Adricopy,costa del sol,INFO@ADRICOPY.COM,604 456 968,,,,
Artes Gráficas,Imprenta Castillo,costa del sol,info@imprentacastillo.es,952498828,,,,
Artes Gráficas,Imprenta agb,costa del sol,hola@agbimpresores.es,952005799,,,,
Artes Gráficas,Encuadernación Cómitre Málaga,costa del sol,libros@encuadernacionescomitre.com,952392105,,,,
Artes Gráficas,Encuadernación Robles,costa del sol,info@encuadernacionesrobles.com,677 708 127,,,,
Artes Gráficas,Encuadernación y Manipulados Durá,costa del sol,,952321038,,,,
Informática,todo manzana,costa del sol,clientes@todomanzana.com,691204426,,,,
Artes Gráficas,Imagraf impresores,costa del sol,,952328597,,,,
Informática,TUPL,costa del sol,pablo@tupl.com,674381358,,,,
Artes Gráficas,impregraf,costa del sol,,900720319,,,,
Informática,AERTEC Solutions,Málaga,info@aertecsolutions.com,951010200,,,,
Informática,Applymed Consultoría,Málaga,info@applymed.com,627506535,,,,
Informática,Arelance,Málaga,info@arelance.com,952028585,,,,
Informática,Attico Software Empresarial,Málaga,info@attico.es,951191928,,,,
Informática,Axafone,Málaga,info@axafone.com,951105770,,,,
Informática,Aurea Soluciones Dinámicas,Málaga,info@aureasd.es,,,,,
Informática,Babel,Málaga,info@babelgroup.com,952029300,,,,
Informática,Bartolomé Consultores,Málaga/Costa del Sol,info@bartolomeconsultores.com,952460945,,,,
Informática,BETAIO Software,Málaga,direccion@grupomicroserver.com,652908868,,,,
Informática,BIC Euronova,Málaga,info@bic.es,951010504,,,,
Informática,Brainspro,Málaga,info@brainspro.com,952000102,,,,
Informática,Cibersuite Networks,Málaga,jm.martin@cibersuite.com,628083814,,,,
Informática,Coanda,Málaga,coanda@coanda.es,951382840,,,,
Informática,Corporación Empresarial Altra,Málaga,marketing@airzonecontrol.com,648008185,,,,
Informática,Credo Ingeniería,Málaga,aleluya@credo.si,646079963,,,,
Informática,Datlight,Málaga,info@datlight.es,651912712,,,,
Informática,Dekra Testing and Certification,Málaga,,,,,,
Informática,PARATY TECH,Málaga,info@internalgroup.com,,,,,
Informática,ISOLUZ AUDIOVISUALES,Málaga,isoluz@isoluz.com,633470842,,,,
Informática,KAIJU GROUP,Málaga,kaiju@kaiju.es,,,,,
Informática,JOVITEL SL,Málaga,jovitel@jovitel.com,952201700,,,,
Informática,OLIN,Málaga/Guadalhorce,,952483012,,,,
Informática,LINKASOFT,Málaga,hola@linkasoft.com,952412953,,,,
Informática,METRICA6,Málaga,info@metrica6.com,665016613,,,,
Informática,MICROCAD INFORMÁTICA,Málaga,info@microcad.es,952600870,,,,
Informática,MICROCAD SOFTWARE,Málaga,administracion@microcadsoftware.com,952600890,,,,
Informática,MOSAICO SOLUCIONES,Málaga,mosaico@mosaicosoluciones.com,951440010,,,,
Informática,NON AGE STATEMENT,Málaga,luciana@nonage.es,697468087,,,,
Informática,INTELLIAS,Málaga,office.malaga@intellias.com,670059040,,,,
Informática,ELSI,Málaga,elsi@elsi.es,952244477,,,,
Informática,ENTUEMPRESA,Málaga,info@entuempresa.es,952007040,,,,
Informática,EURECAT,Málaga,veronica.ramirez@eurecat.org,951823190,,,,
Informática,FMIT GROUP,Málaga,info@fmit-solutions.com,644700807,,,,
Informática,FUSIÓN INFORMÁTICA,Málaga,fusion@fusioninformatica.es,952211410,,,,
Informática,GRUPO DATARUSH,Málaga,mpedraza@datarush.es,951204088,,,,
Informática,GRUPO SEGURIDAD 8X8,Málaga,info@seguridad8x8.com,952664207,,,,
Informática,SATYDAL COMUNICACIONES,Málaga,,,,,,
Informática,GRUPO TREVENQUE,Málaga,malaga@trevenque.es,952176655,,,,
Informática,HRIDER,Málaga,rocio@hrider.net,951592360,,,,
Informática,IDEANTO COMUNICACIÓN,Málaga,administracion@ideanto.com,951248748,,,,
Informática,IMPRESIONA,Málaga/Costa del Sol,,613023480,,,,
Informática,INFORMA,Málaga,clientes@informa.es,649610957,,,,
Informática,INNOVACIÓN Y CUALIFICACIÓN,Málaga/Antequera,info@innovacionycualificacion.com,952706004,,,,
Informática,INNOVASUR,Málaga,info@innovasur.com,953267919,,,,
Informática,GRUPO TOPDIGITAL,Málaga,-,,,,,
Informática,PILARBOX,Málaga,hello@pilarbox.com,614447725,,,,
